"Name","WPM","PauseCount01","PauseAvVal01","PauseSD","PauseCount025","PauseAvVal025","PauseCount05","PauseCount1","PauseCount2","TotalSilence","MeanLinear","MeanLog","SDLinear","SDLog","RangeLog"
"tester2",150.602409638554,9,0.361111111111111,0.345233415403422,5,0.538,2,1,0,3.77,176.922882882883,2.2420716001799,29.3329297273228,0.0699528080537459,0.0878067708233643
